,WT_flux,HP_flux,diff,rxn_id,rxn
242,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,3OARai70,3oaiC7ACP_c + h_c + nadph_c <=> 3haiC7ACP_c + nadp_c
243,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,3OARai90,3oaiC9ACP_c + h_c + nadph_c <=> 3haiC9ACP_c + nadp_c
244,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,3OARi100,3oiC10ACP_c + h_c + nadph_c <=> 3hiC10ACP_c + nadp_c
245,0.0008680643922222745,0.0008885133662541435,2.0448974031869e-05,3OARi110,3oiC11ACP_c + h_c + nadph_c <=> 3hiC11ACP_c + nadp_c
246,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,3OARi120,3oiC12ACP_c + h_c + nadph_c <=> 3hiC12ACP_c + nadp_c
247,0.0008680643922222745,0.0008885133662541435,2.0448974031869e-05,3OARi130,3oiC13ACP_c + h_c + nadph_c <=> 3hiC13ACP_c + nadp_c
248,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,3OARi140,3oiC14ACP_c + h_c + nadph_c <=> 3hiC14ACP_c + nadp_c
249,0.0008680643922222745,0.0008885133662541435,2.0448974031869e-05,3OARi150,3oiC15ACP_c + h_c + nadph_c <=> 3hiC15ACP_c + nadp_c
250,0.0010128484396389017,0.0010367080883308289,2.3859648691927204e-05,3OARi160,3oiC16ACP_c + h_c + nadph_c <=> 3hiC16ACP_c + nadp_c
251,0.00036911680848714383,0.0003778120851268832,8.695276639739352e-06,3OARi170,3oiC17ACP_c + h_c + nadph_c <=> 3hiC17ACP_c + nadp_c
252,0.0,0.0,0.0,3OARi180,3oiC18ACP_c + h_c + nadph_c <=> 3hiC18ACP_c + nadp_c
253,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,3OARi60,3oiC6ACP_c + h_c + nadph_c <=> 3hiC6ACP_c + nadp_c
254,0.0008680643922222745,0.0008885133662541395,2.044897403186499e-05,3OARi70,3oiC7ACP_c + h_c + nadph_c <=> 3hiC7ACP_c + nadp_c
255,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,3OARi80,3oiC8ACP_c + h_c + nadph_c <=> 3hiC8ACP_c + nadp_c
256,0.0008680643922222745,0.0008885133662541435,2.0448974031869e-05,3OARi90,3oiC9ACP_c + h_c + nadph_c <=> 3hiC9ACP_c + nadp_c
257,0.0012275828165471162,0.0012565009582915048,2.8918141744388535e-05,3OAS100,h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c
258,4.98105620212122e-05,5.098394834878287e-05,1.1733863275706661e-06,3OAS110,h_c + malACP_c + nonACP_c --> 3oundcaACP_c + ACP_c + co2_c
259,0.0009930454575777302,0.001016438607851394,2.3393150273663763e-05,3OAS120,dcaACP_c + h_c + malACP_c --> 3oddecACP_c + ACP_c + co2_c
260,0.0002345373589693859,0.00024006235044011077,5.52499147072488e-06,3OAS121,cdec3eACP_c + h_c + malACP_c --> 3ocddec5eACP_c + ACP_c + co2_c
261,4.9810562021212215e-05,5.098394834878287e-05,1.1733863275706526e-06,3OAS130,h_c + malACP_c + undcaACP_c --> 3otridcaACP_c + ACP_c + co2_c
262,0.0009930454575777302,0.001016438607851394,2.3393150273663763e-05,3OAS140,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c
263,0.0002345373589693859,0.00024006235044011077,5.52499147072488e-06,3OAS141,cddec5eACP_c + h_c + malACP_c --> 3ocmrs7eACP_c + ACP_c + co2_c
264,4.9810562021212215e-05,5.098394834878287e-05,1.1733863275706526e-06,3OAS150,h_c + malACP_c + tridcaACP_c --> 3optdcaACP_c + ACP_c + co2_c
265,0.0009131599585146367,0.0009346712478221086,2.151128930747196e-05,3OAS160,h_c + malACP_c + myrsACP_c --> 3opalmACP_c + ACP_c + co2_c
266,0.0002345373589693859,0.00024006235044011077,5.52499147072488e-06,3OAS161,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c
267,0.0,0.0,0.0,3OAS170,h_c + malACP_c + ptdcaACP_c --> 3ohepdcaACP_c + ACP_c + co2_c
268,0.0,0.0,0.0,3OAS180,h_c + malACP_c + palmACP_c --> 3ooctdACP_c + ACP_c + co2_c
269,0.0,0.0,0.0,3OAS181,h_c + hdeACP_c + malACP_c --> 3ocvac11eACP_c + ACP_c + co2_c
270,4.98105620212122e-05,5.098394834878287e-05,1.1733863275706661e-06,3OAS50,h_c + malACP_c + ppACP_c --> 3optnACP_c + ACP_c + co2_c
271,0.0012275828165471162,0.00162834940375352,0.0004007665872064038,3OAS60,butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c
272,4.98105620212122e-05,5.098394834878287e-05,1.1733863275706661e-06,3OAS70,h_c + malACP_c + ptnACP_c --> 3ohepACP_c + ACP_c + co2_c
273,0.0012275828165471162,0.00162834940375352,0.0004007665872064038,3OAS80,h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c
274,4.98105620212122e-05,5.098394834878287e-05,1.1733863275706661e-06,3OAS90,h_c + hepACP_c + malACP_c --> 3ononACP_c + ACP_c + co2_c
275,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,3OASai110,aiC9ACP_c + h_c + malACP_c --> 3oaiC11ACP_c + ACP_c + co2_c
276,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,3OASai130,aiC11ACP_c + h_c + malACP_c --> 3oaiC13ACP_c + ACP_c + co2_c
277,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,3OASai150,aiC13ACP_c + h_c + malACP_c --> 3oaiC15ACP_c + ACP_c + co2_c
278,0.0007933317099199964,0.0008120202077781806,1.8688497858184252e-05,3OASai170,aiC15ACP_c + h_c + malACP_c --> 3oaiC17ACP_c + ACP_c + co2_c
279,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,3OASai70,2mbACP_c + h_c + malACP_c --> 3oaiC7ACP_c + ACP_c + co2_c
280,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,3OASai90,aiC7ACP_c + h_c + malACP_c --> 3oaiC9ACP_c + ACP_c + co2_c
281,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,3OASi100,h_c + iC8ACP_c + malACP_c --> 3oiC10ACP_c + ACP_c + co2_c
282,0.0008680643922222745,0.0008885133662541435,2.0448974031869e-05,3OASi110,h_c + iC9ACP_c + malACP_c --> 3oiC11ACP_c + ACP_c + co2_c
283,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,3OASi120,h_c + iC10ACP_c + malACP_c --> 3oiC12ACP_c + ACP_c + co2_c
284,0.0008680643922222745,0.0008885133662541435,2.0448974031869e-05,3OASi130,h_c + iC11ACP_c + malACP_c --> 3oiC13ACP_c + ACP_c + co2_c
285,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,3OASi140,h_c + iC12ACP_c + malACP_c --> 3oiC14ACP_c + ACP_c + co2_c
286,0.0008680643922222745,0.0008885133662541435,2.0448974031869e-05,3OASi150,h_c + iC13ACP_c + malACP_c --> 3oiC15ACP_c + ACP_c + co2_c
287,0.0010128484396389017,0.0010367080883308289,2.3859648691927204e-05,3OASi160,h_c + iC14ACP_c + malACP_c --> 3oiC16ACP_c + ACP_c + co2_c
288,0.00036911680848714383,0.0003778120851268832,8.695276639739352e-06,3OASi170,h_c + iC15ACP_c + malACP_c --> 3oiC17ACP_c + ACP_c + co2_c
289,0.0,0.0,0.0,3OASi180,h_c + iC16ACP_c + malACP_c --> 3oiC18ACP_c + ACP_c + co2_c
290,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,3OASi60,h_c + ibACP_c + malACP_c --> 3oiC6ACP_c + ACP_c + co2_c
291,0.0008680643922222745,0.0008885133662541395,2.044897403186499e-05,3OASi70,h_c + ivACP_c + malACP_c --> 3oiC7ACP_c + ACP_c + co2_c
292,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,3OASi80,h_c + iC6ACP_c + malACP_c --> 3oiC8ACP_c + ACP_c + co2_c
293,0.0008680643922222745,0.0008885133662541435,2.0448974031869e-05,3OASi90,h_c + iC7ACP_c + malACP_c --> 3oiC9ACP_c + ACP_c + co2_c
294,0.004039808340479003,0.004134974017804735,9.516567732573145e-05,ALAALAr,2.0 ala__D_c + atp_c --> adp_c + alaala_c + h_c + pi_c
295,0.0,0.0,0.0,ALAALAD,alaala_c + h2o_c --> 2.0 ala__D_c
296,0.0,0.0,0.0,ALALAC,ala__D_c + atp_c + lac__D_c --> adp_c + alalac_c + h_c + pi_c
297,0.0,0.001016438607851394,0.001016438607851394,EAR100x,h_c + nadh_c + tdec2eACP_c --> dcaACP_c + nad_c
298,0.0009930454575777302,0.0,-0.0009930454575777302,EAR100y,h_c + nadph_c + tdec2eACP_c --> dcaACP_c + nadp_c
299,4.98105620212122e-05,5.098394834878287e-05,1.1733863275706661e-06,EAR110x,h_c + nadh_c + tundca2eACP_c --> nad_c + undcaACP_c
300,0.0,0.0,0.0,EAR110y,h_c + nadph_c + tundca2eACP_c --> nadp_c + undcaACP_c
301,0.0,0.001016438607851394,0.001016438607851394,EAR120x,h_c + nadh_c + tddec2eACP_c --> ddcaACP_c + nad_c
302,0.0009930454575777302,0.0,-0.0009930454575777302,EAR120y,h_c + nadph_c + tddec2eACP_c --> ddcaACP_c + nadp_c
303,0.0002345373589693859,0.00024006235044011077,5.52499147072488e-06,EAR121x,h_c + nadh_c + t3c5ddeceACP_c --> cddec5eACP_c + nad_c
304,0.0,0.0,0.0,EAR121y,h_c + nadph_c + t3c5ddeceACP_c --> cddec5eACP_c + nadp_c
305,0.0,5.098394834878287e-05,5.098394834878287e-05,EAR130x,h_c + nadh_c + ttridca2eACP_c --> nad_c + tridcaACP_c
306,4.9810562021212215e-05,0.0,-4.9810562021212215e-05,EAR130y,h_c + nadph_c + ttridca2eACP_c --> nadp_c + tridcaACP_c
307,0.0,0.001016438607851394,0.001016438607851394,EAR140x,h_c + nadh_c + tmrs2eACP_c --> myrsACP_c + nad_c
308,0.0009930454575777302,0.0,-0.0009930454575777302,EAR140y,h_c + nadph_c + tmrs2eACP_c --> myrsACP_c + nadp_c
309,0.0,0.00024006235044011077,0.00024006235044011077,EAR141x,h_c + nadh_c + t3c7mrseACP_c --> nad_c + tdeACP_c
310,0.0002345373589693859,0.0,-0.0002345373589693859,EAR141y,h_c + nadph_c + t3c7mrseACP_c --> nadp_c + tdeACP_c
311,0.0,5.098394834878287e-05,5.098394834878287e-05,EAR150x,h_c + nadh_c + tptdca2eACP_c --> nad_c + ptdcaACP_c
312,4.9810562021212215e-05,0.0,-4.9810562021212215e-05,EAR150y,h_c + nadph_c + tptdca2eACP_c --> nadp_c + ptdcaACP_c
313,0.0,0.0009346712478221086,0.0009346712478221086,EAR160x,h_c + nadh_c + tpalm2eACP_c --> nad_c + palmACP_c
314,0.0009131599585146367,0.0,-0.0009131599585146367,EAR160y,h_c + nadph_c + tpalm2eACP_c --> nadp_c + palmACP_c
315,0.0,0.00024006235044011077,0.00024006235044011077,EAR161x,h_c + nadh_c + t3c9palmeACP_c --> hdeACP_c + nad_c
316,0.0002345373589693859,0.0,-0.0002345373589693859,EAR161y,h_c + nadph_c + t3c9palmeACP_c --> hdeACP_c + nadp_c
317,0.0,0.0,0.0,EAR170x,h_c + nadh_c + thepdca2eACP_c --> hepdcaACP_c + nad_c
318,0.0,0.0,0.0,EAR170y,h_c + nadph_c + thepdca2eACP_c --> hepdcaACP_c + nadp_c
319,0.0,0.0,0.0,EAR180x,h_c + nadh_c + toctd2eACP_c --> nad_c + ocdcaACP_c
320,0.0,0.0,0.0,EAR180y,h_c + nadph_c + toctd2eACP_c --> nadp_c + ocdcaACP_c
321,0.0,0.0,0.0,EAR181x,h_c + nadh_c + t3c11vaceACP_c --> nad_c + octeACP_c
322,0.0,0.0,0.0,EAR181y,h_c + nadph_c + t3c11vaceACP_c --> nadp_c + octeACP_c
323,0.0,0.0,0.0,EAR40x,but2eACP_c + h_c + nadh_c --> butACP_c + nad_c
324,0.0,0.0,0.0,EAR40y,but2eACP_c + h_c + nadph_c --> butACP_c + nadp_c
325,4.98105620212122e-05,5.098394834878287e-05,1.1733863275706661e-06,EAR50x,h_c + nadh_c + tptn2eACP_c --> nad_c + ptnACP_c
326,0.0,0.0,0.0,EAR50y,h_c + nadph_c + tptn2eACP_c --> nadp_c + ptnACP_c
327,0.0,0.00162834940375352,0.00162834940375352,EAR60x,h_c + nadh_c + thex2eACP_c --> hexACP_c + nad_c
328,0.0012275828165471162,0.0,-0.0012275828165471162,EAR60y,h_c + nadph_c + thex2eACP_c --> hexACP_c + nadp_c
329,4.98105620212122e-05,5.098394834878287e-05,1.1733863275706661e-06,EAR70x,h_c + nadh_c + thep2eACP_c --> hepACP_c + nad_c
330,0.0,0.0,0.0,EAR70y,h_c + nadph_c + thep2eACP_c --> hepACP_c + nadp_c
331,0.0,0.00162834940375352,0.00162834940375352,EAR80x,h_c + nadh_c + toct2eACP_c --> nad_c + ocACP_c
332,0.0012275828165471162,0.0,-0.0012275828165471162,EAR80y,h_c + nadph_c + toct2eACP_c --> nadp_c + ocACP_c
333,4.98105620212122e-05,5.098394834878287e-05,1.1733863275706661e-06,EAR90x,h_c + nadh_c + tnon2eACP_c --> nad_c + nonACP_c
334,0.0,0.0,0.0,EAR90y,h_c + nadph_c + tnon2eACP_c --> nadp_c + nonACP_c
335,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,EARai110x,h_c + nadh_c + taiC112eACP_c --> aiC11ACP_c + nad_c
336,0.0,0.0,0.0,EARai110y,h_c + nadph_c + taiC112eACP_c --> aiC11ACP_c + nadp_c
337,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,EARai130x,h_c + nadh_c + taiC132eACP_c --> aiC13ACP_c + nad_c
338,0.0,0.0,0.0,EARai130y,h_c + nadph_c + taiC132eACP_c --> aiC13ACP_c + nadp_c
339,0.0,0.0016955696196291972,0.0016955696196291972,EARai150x,h_c + nadh_c + taiC152eACP_c --> aiC15ACP_c + nad_c
340,0.0016565463922497393,0.0,-0.0016565463922497393,EARai150y,h_c + nadph_c + taiC152eACP_c --> aiC15ACP_c + nadp_c
341,0.0,0.0008120202077781806,0.0008120202077781806,EARai170x,h_c + nadh_c + taiC172eACP_c --> aiC17ACP_c + nad_c
342,0.0007933317099199964,0.0,-0.0007933317099199964,EARai170y,h_c + nadph_c + taiC172eACP_c --> aiC17ACP_c + nadp_c
343,0.0,0.0016955696196291972,0.0016955696196291972,EARai70x,h_c + nadh_c + taiC72eACP_c --> aiC7ACP_c + nad_c
344,0.0016565463922497393,0.0,-0.0016565463922497393,EARai70y,h_c + nadph_c + taiC72eACP_c --> aiC7ACP_c + nadp_c
345,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,EARai90x,h_c + nadh_c + taiC92eACP_c --> aiC9ACP_c + nad_c
346,0.0,0.0,0.0,EARai90y,h_c + nadph_c + taiC92eACP_c --> aiC9ACP_c + nadp_c
347,0.0,0.0012154104468433985,0.0012154104468433985,EARi100x,h_c + nadh_c + tiC102eACP_c --> iC10ACP_c + nad_c
348,0.0011874379957700473,0.0,-0.0011874379957700473,EARi100y,h_c + nadph_c + tiC102eACP_c --> iC10ACP_c + nadp_c
349,0.0,0.0008885133662541435,0.0008885133662541435,EARi110x,h_c + nadh_c + tiC112eACP_c --> iC11ACP_c + nad_c
350,0.0008680643922222745,0.0,-0.0008680643922222745,EARi110y,h_c + nadph_c + tiC112eACP_c --> iC11ACP_c + nadp_c
351,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,EARi120x,h_c + nadh_c + tiC122eACP_c --> iC12ACP_c + nad_c
352,0.0,0.0,0.0,EARi120y,h_c + nadph_c + tiC122eACP_c --> iC12ACP_c + nadp_c
353,0.0008680643922222745,0.0008885133662541435,2.0448974031869e-05,EARi130x,h_c + nadh_c + tiC132eACP_c --> iC13ACP_c + nad_c
354,0.0,0.0,0.0,EARi130y,h_c + nadph_c + tiC132eACP_c --> iC13ACP_c + nadp_c
355,0.0,0.0012154104468433985,0.0012154104468433985,EARi140x,h_c + nadh_c + tiC142eACP_c --> iC14ACP_c + nad_c
356,0.0011874379957700473,0.0,-0.0011874379957700473,EARi140y,h_c + nadph_c + tiC142eACP_c --> iC14ACP_c + nadp_c
357,0.0,0.0008885133662541435,0.0008885133662541435,EARi150x,h_c + nadh_c + tiC152eACP_c --> iC15ACP_c + nad_c
358,0.0008680643922222745,0.0,-0.0008680643922222745,EARi150y,h_c + nadph_c + tiC152eACP_c --> iC15ACP_c + nadp_c
359,0.0,0.0010367080883308289,0.0010367080883308289,EARi160x,h_c + nadh_c + tiC162eACP_c --> iC16ACP_c + nad_c
360,0.0010128484396389017,0.0,-0.0010128484396389017,EARi160y,h_c + nadph_c + tiC162eACP_c --> iC16ACP_c + nadp_c
361,0.0,0.0003778120851268832,0.0003778120851268832,EARi170x,h_c + nadh_c + tiC172eACP_c --> iC17ACP_c + nad_c
362,0.00036911680848714383,0.0,-0.00036911680848714383,EARi170y,h_c + nadph_c + tiC172eACP_c --> iC17ACP_c + nadp_c
363,0.0,0.0,0.0,EARi180x,h_c + nadh_c + tiC182eACP_c --> iC18ACP_c + nad_c
364,0.0,0.0,0.0,EARi180y,h_c + nadph_c + tiC182eACP_c --> iC18ACP_c + nadp_c
365,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,EARi60x,h_c + nadh_c + tiC62eACP_c --> iC6ACP_c + nad_c
366,0.0,0.0,0.0,EARi60y,h_c + nadph_c + tiC62eACP_c --> iC6ACP_c + nadp_c
367,0.0008680643922222745,0.0008885133662541395,2.044897403186499e-05,EARi70x,h_c + nadh_c + tiC72eACP_c --> iC7ACP_c + nad_c
368,0.0,0.0,0.0,EARi70y,h_c + nadph_c + tiC72eACP_c --> iC7ACP_c + nadp_c
369,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,EARi80x,h_c + nadh_c + tiC82eACP_c --> iC8ACP_c + nad_c
370,0.0,0.0,0.0,EARi80y,h_c + nadph_c + tiC82eACP_c --> iC8ACP_c + nadp_c
371,0.0008680643922222745,0.0008885133662541435,2.0448974031869e-05,EARi90x,h_c + nadh_c + tiC92eACP_c --> iC9ACP_c + nad_c
372,0.0,0.0,0.0,EARi90y,h_c + nadph_c + tiC92eACP_c --> iC9ACP_c + nadp_c
373,0.0,0.0,0.0,ETHAAL,etha_c --> acald_c + nh4_c
374,0.0,0.0,0.0,FACOAE100,dcacoa_c + h2o_c --> coa_c + dca_c + h_c
375,0.0,0.0,0.0,FACOAE120,ddcacoa_c + h2o_c --> coa_c + ddca_c + h_c
376,0.0,0.0,0.0,FACOAE140,h2o_c + tdcoa_c --> coa_c + h_c + ttdca_c
377,0.0,0.0,0.0,FACOAE141,h2o_c + tdecoa_c --> coa_c + h_c + ttdcea_c
378,0.0,0.0,0.0,FACOAE160,h2o_c + pmtcoa_c --> coa_c + h_c + hdca_c
379,0.0,0.0,0.0,FACOAE161,h2o_c + hdcoa_c --> coa_c + h_c + hdcea_c
380,0.0,0.0,0.0,FACOAE180,h2o_c + stcoa_c --> coa_c + h_c + ocdca_c
381,0.0,0.0,0.0,FACOAE181,h2o_c + odecoa_c --> coa_c + h_c + ocdcea_c
382,0.0,0.0,0.0,FACOAE60,h2o_c + hxcoa_c --> coa_c + h_c + hxa_c
383,0.0003632904209079215,0.0,-0.0003632904209079215,FACOAE80,h2o_c + occoa_c --> coa_c + h_c + octa_c
384,0.0,0.0,0.0,FACOAL100,atp_c + coa_c + dca_c --> amp_c + dcacoa_c + ppi_c
385,0.0,0.0,0.0,FACOAL120,atp_c + coa_c + ddca_c --> amp_c + ddcacoa_c + ppi_c
386,0.0,0.0,0.0,FACOAL140,atp_c + coa_c + ttdca_c --> amp_c + ppi_c + tdcoa_c
387,0.0,0.0,0.0,FACOAL141,atp_c + coa_c + ttdcea_c --> amp_c + ppi_c + tdecoa_c
388,0.0,0.0,0.0,FACOAL160,atp_c + coa_c + hdca_c --> amp_c + pmtcoa_c + ppi_c
389,0.0,0.0,0.0,FACOAL161,atp_c + coa_c + hdcea_c --> amp_c + hdcoa_c + ppi_c
390,0.0,0.0,0.0,FACOAL180,atp_c + coa_c + ocdca_c --> amp_c + ppi_c + stcoa_c
391,0.0,0.0,0.0,FACOAL181,atp_c + coa_c + ocdcea_c --> amp_c + odecoa_c + ppi_c
392,0.0,0.0,0.0,FACOAL60,atp_c + coa_c + hxa_c --> amp_c + hxcoa_c + ppi_c
393,0.0,0.0,0.0,FACOAL80,atp_c + coa_c + octa_c --> amp_c + occoa_c + ppi_c
394,0.011738049224054853,0.012014562194657194,0.00027651297060234115,G1PACT,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c
395,0.011534765551059563,0.01180648977259279,0.00027172422153322676,GALUi,g1p_c + h_c + utp_c --> ppi_c + udpg_c
396,0.011738049224054853,0.012014562194657194,0.00027651297060234115,GF6PTA,f6p_c + gln__L_c --> gam6p_c + glu__L_c
397,0.0,0.0,0.0,GLUR,glu__D_c <=> glu__L_c
398,0.0,0.0,0.0,MAN1PT,gtp_c + h_c + man1p_c --> gdpmann_c + ppi_c
399,5.7017769778169206e-05,5.8360936142318724e-05,1.343166364149518e-06,MI1PP,h2o_c + mi1p__D_c --> inost_c + pi_c
400,0.004039808340479003,0.004134974017804735,9.516567732573145e-05,PAPPT3,udcpp_c + ugmda_c --> uagmda_c + ump_c
401,-0.011738049224054853,-0.012014562194657194,-0.00027651297060234115,PGAMT,gam1p_c <=> gam6p_c
402,0.0002345373589693859,0.00024006235044011077,5.52499147072488e-06,T2DECAI,tdec2eACP_c <=> cdec3eACP_c
403,0.0,0.0,0.0,TDPDRE,dtdp4d6dg_c --> dtdp4d6dm_c
404,0.0,0.0,0.0,TDPGDH,dtdpglu_c --> dtdp4d6dg_c + h2o_c
405,0.004039808340479003,0.004134974017804735,9.516567732573145e-05,UAAGDS,26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c
406,0.0,0.0,0.0,UACMAMO,h2o_c + 2.0 nad_c + uacmam_c --> 3.0 h_c + 2.0 nadh_c + uacmamu_c
407,0.0003572619620831771,0.000365677974363684,8.416012280506875e-06,UAG2E,uacgam_c <=> uacmam_c
408,0.004039808340479003,0.004134974017804735,9.516567732573145e-05,UAGCVT,pep_c + uacgam_c --> pi_c + uaccg_c
409,0.011738049224054853,0.012014562194657194,0.00027651297060234115,UAGDP,acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c
410,0.004039808340479003,0.004134974017804735,9.516567732573145e-05,UAGPT3,uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c
411,0.0,0.0,0.0,UAMAGS,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c
412,0.004039808340479003,0.004134974017804735,9.516567732573145e-05,UAMAS,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c
413,0.004039808340479003,0.004134974017804735,9.516567732573145e-05,UAPGR,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c
414,0.004039808340479003,0.004134974017804735,9.516567732573145e-05,UDCPDP,h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c
415,0.0,0.0,0.0,UDPGD,h2o_c + 2.0 nad_c + udpg_c --> 3.0 h_c + 2.0 nadh_c + udpglcur_c
416,0.004039808340479003,0.004134974017804735,9.516567732573145e-05,UGMDDS,alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c
417,0.2931898808726387,0.29237064555244346,-0.0008192353201952329,ACONTa,cit_c <=> acon_C_c + h2o_c
418,0.2931898808726387,0.29237064555244346,-0.0008192353201952329,ACONTb,acon_C_c + h2o_c <=> icit_c
419,0.13804362016010732,0.2560268810304217,0.11798326087031438,AKGDH,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c
420,0.11963894134165508,0.0,-0.11963894134165508,AKGDH2,akg_c + coa_c + nadp_c --> co2_c + nadph_c + succoa_c
421,0.0,0.0,0.0,CITL,cit_c --> ac_c + oaa_c
422,0.2931898808726387,0.29237064555244346,-0.0008192353201952329,CS,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c
423,0.28700607055734734,0.3172938150799462,0.03028774452259886,FUM,fum_c + h2o_c <=> mal__L_c
424,0.2931898808726387,0.29237064555244346,-0.0008192353201952329,ICDHyr,icit_c + nadp_c <=> akg_c + co2_c + nadph_c
425,0.28700607055743105,0.232326512531086,-0.054679558026345054,MDH,mal__L_c + nad_c <=> h_c + nadh_c + oaa_c
426,-0.2378270749004071,-0.2237978870756042,0.014029187824802919,SUCOAS,atp_c + coa_c + succ_c <=> adp_c + pi_c + succoa_c
427,0.0,0.0,0.0,4HTHRS,h2o_c + phthr_c --> 4hthr_c + pi_c
428,0.0017166962663335017,0.0017571364429902019,4.044017665670021e-05,5DOAN,dad_5_c + h2o_c --> 5drib_c + ade_c
429,4.331060362358275e-05,4.4330870572369684e-05,1.0202669487869353e-06,ACBIPGT,adocbip_c + gtp_c + h_c --> agdpcbi_c + ppi_c
430,0.0,0.0,0.0,ACPpds,ACP_c + h2o_c --> apoACP_c + h_c + pan4p_c
431,0.0,0.0,0.0,ACPpdsact,ACPact_c + h2o_c --> apoACPact_c + h_c + pan4p_c
432,0.0,0.0,0.0,ACPpdscda,ACPcda_c + h2o_c --> apoACPcda_c + h_c + pan4p_c
433,0.0,0.0,0.0,ACPpdsredL,ACPredL_c + h2o_c --> apoACPredL_c + h_c + pan4p_c
434,0.0,0.0,0.0,ACPpdsredN,ACPredN_c + h2o_c --> apoACPredN_c + h_c + pan4p_c
435,0.0,0.0,0.0,ACPpdsredQ,ACPredQ_c + h2o_c --> apoACPredQ_c + h_c + pan4p_c
436,0.0,0.0,0.0,ACPS1,apoACP_c + coa_c --> ACP_c + h_c + pap_c
437,0.0,0.0,0.0,ACPSact,apoACPact_c + coa_c --> ACPact_c + h_c + pap_c
438,0.0,0.0,0.0,ACPSredL,apoACPredL_c + coa_c --> ACPredL_c + h_c + pap_c
439,0.0,0.0,0.0,ACPSredN,apoACPredN_c + coa_c --> ACPredN_c + h_c + pap_c
440,0.0,0.0,0.0,ACPSredQ,apoACPredQ_c + coa_c --> ACPredQ_c + h_c + pap_c
441,0.0005988381361049198,0.0006129449530694439,1.4106816964524083e-05,ADCL,4adcho_c --> 4abz_c + h_c + pyr_c
442,0.0,0.0,0.0,ADCPS1,adcobhex_c + appl_c + atp_c --> adocbi_c + adp_c + h_c + pi_c
443,4.331060362358275e-05,4.4330870572369684e-05,1.0202669487869353e-06,ADCPS2,adcobhex_c + applp_c + atp_c --> adocbip_c + adp_c + h_c + pi_c
444,0.0005988381361049198,0.0006129449530694439,1.4106816964524083e-05,ADCS,chor_c + gln__L_c --> 4adcho_c + glu__L_c
445,4.331060362358275e-05,4.4330870572369684e-05,1.0202669487869353e-06,ADCYRS,adcobdam_c + 4.0 atp_c + 4.0 gln__L_c + 4.0 h2o_c --> adcobhex_c + 4.0 adp_c + 4.0 glu__L_c + 4.0 h_c + 4.0 pi_c
446,0.0,0.0,0.0,ADOCBIK,adocbi_c + atp_c --> adocbip_c + adp_c + h_c
447,4.331060362358275e-05,4.4330870572369684e-05,1.0202669487869353e-06,ADOCBLS,agdpcbi_c + rdmbzi_c --> adocbl_c + gmp_c + h_c
448,0.0001619937818269308,0.00016580986582667045,3.8160839997396375e-06,AHMMPS,air_c + 2.0 h_c --> 4ahmmp_c + gcald_c + pi_c
